case_id,case_input,case_output_dir,guard::backlog_days,guard::max_daily_backlog_qty,guard::min_daily_service_rate,guard::raw_material_max_safety_floor_gap_qty,guard::raw_material_max_target_gap_qty,guard::raw_material_safety_floor_breach_days,guard::raw_material_safety_floor_breach_pairs,kpi::avg_inventory,kpi::cost_share_holding,kpi::cost_share_inventory_risk,kpi::cost_share_production,kpi::cost_share_purchase,kpi::cost_share_transport,kpi::cost_share_warehouse_operating,kpi::ending_backlog,kpi::ending_inventory,kpi::fill_rate,kpi::measured_required_total,kpi::measurement_starting_backlog,kpi::total_arrived,kpi::total_cost,kpi::total_demand,kpi::total_estimated_source_ordered_qty,kpi::total_estimated_source_rejected_qty,kpi::total_estimated_source_replenished_qty,kpi::total_explicit_initialization_pipeline_qty,kpi::total_explicit_initialization_stock_qty,kpi::total_external_procured_arrived_qty,kpi::total_external_procured_ordered_qty,kpi::total_external_procured_qty,kpi::total_external_procured_rejected_qty,kpi::total_external_procurement_cost,kpi::total_holding_cost,kpi::total_inventory_cost_legacy_raw_holding,kpi::total_inventory_risk_cost,kpi::total_logistics_cost,kpi::total_opening_open_order_qty,kpi::total_opening_stock_bootstrap_qty,kpi::total_produced,kpi::total_production_cost,kpi::total_purchase_cost,kpi::total_served,kpi::total_shipped,kpi::total_supplier_capacity_binding_qty,kpi::total_transport_cost,kpi::total_unreliable_loss_qty,kpi::total_warehouse_operating_cost,kpi::warmup_backlog_cleared_qty,level,parameter_group,parameter_key,parameter_label,safe_direction,status
supplier_stock_node_SDC-VD0960508A_0_5,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_stock_node_SDC-VD0960508A_0_5\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_stock_node_SDC-VD0960508A_0_5\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664479289.4203,0.127081,0.072618,0.3,0.246244,0.090666,0.16339,0.0,620111739.5996,1.0,25762139.9999,0.0,888545020.1141,61133086.8359,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711625982.1517,546130544.8797,546130544.8797,2083960077.7581,53327515.4047,7768880.9978,22196802.8507,4439360.5701,27739498.4045,68338188.0,0.0,106327600.0,18339926.0508,15053662.3807,25762139.9999,823730758.808,773234.3333,5542695.5537,0.0,9988561.2828,0.0,0.5,supplier_stock_node,supplier_stock_node::SDC-VD0960508A,Stock fournisseur SDC-VD0960508A,lower_is_riskier,ok
supplier_stock_node_SDC-VD0960508A_0_75,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_stock_node_SDC-VD0960508A_0_75\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_stock_node_SDC-VD0960508A_0_75\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664484289.4203,0.127096,0.072627,0.3,0.246213,0.090654,0.16341,0.0,620116739.5996,1.0,25762139.9999,0.0,888545020.1141,61140881.4787,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711625982.1517,546130544.8797,546130544.8797,2083835077.7581,53327515.4047,7770790.6853,22202259.1007,4440451.8201,27744954.6545,68338188.0,0.0,106327600.0,18342264.4436,15053662.3807,25762139.9999,823730758.808,773234.3333,5542695.5537,0.0,9991016.5953,0.0,0.75,supplier_stock_node,supplier_stock_node::SDC-VD0960508A,Stock fournisseur SDC-VD0960508A,lower_is_riskier,ok
supplier_stock_node_SDC-VD0960508A_1_0,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_stock_node_SDC-VD0960508A_1_0\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_stock_node_SDC-VD0960508A_1_0\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489289.4203,0.127112,0.072635,0.3,0.246181,0.090643,0.163429,0.0,620121739.5996,1.0,25762139.9999,0.0,888545020.1141,61148676.1216,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711625982.1517,546130544.8797,546130544.8797,2083710077.7581,53327515.4047,7772700.3728,22207715.3507,4441543.0701,27750410.9045,68338188.0,0.0,106327600.0,18344602.8365,15053662.3807,25762139.9999,823730758.808,773234.3333,5542695.5537,0.0,9993471.9078,0.0,1.0,supplier_stock_node,supplier_stock_node::SDC-VD0960508A,Stock fournisseur SDC-VD0960508A,lower_is_riskier,ok
supplier_capacity_node_SDC-VD0960508A_0_5,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_capacity_node_SDC-VD0960508A_0_5\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_capacity_node_SDC-VD0960508A_0_5\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489289.4203,0.127112,0.072635,0.3,0.246181,0.090643,0.163429,0.0,620121739.5996,1.0,25762139.9999,0.0,888545020.1141,61148676.1216,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711625982.1517,546130544.8797,546130544.8797,2083710077.7581,53327515.4047,7772700.3728,22207715.3507,4441543.0701,27750410.9045,68338188.0,0.0,106327600.0,18344602.8365,15053662.3807,25762139.9999,823730758.808,773234.3333,5542695.5537,0.0,9993471.9078,0.0,0.5,supplier_capacity_node,supplier_capacity_node::SDC-VD0960508A,Capacite fournisseur SDC-VD0960508A,lower_is_riskier,ok
supplier_capacity_node_SDC-VD0960508A_0_6,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_capacity_node_SDC-VD0960508A_0_6\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_capacity_node_SDC-VD0960508A_0_6\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489289.4203,0.127112,0.072635,0.3,0.246181,0.090643,0.163429,0.0,620121739.5996,1.0,25762139.9999,0.0,888545020.1141,61148676.1216,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711625982.1517,546130544.8797,546130544.8797,2083710077.7581,53327515.4047,7772700.3728,22207715.3507,4441543.0701,27750410.9045,68338188.0,0.0,106327600.0,18344602.8365,15053662.3807,25762139.9999,823730758.808,773234.3333,5542695.5537,0.0,9993471.9078,0.0,0.6,supplier_capacity_node,supplier_capacity_node::SDC-VD0960508A,Capacite fournisseur SDC-VD0960508A,lower_is_riskier,ok
supplier_capacity_node_SDC-VD0960508A_0_75,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_capacity_node_SDC-VD0960508A_0_75\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_capacity_node_SDC-VD0960508A_0_75\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489289.4203,0.127112,0.072635,0.3,0.246181,0.090643,0.163429,0.0,620121739.5996,1.0,25762139.9999,0.0,888545020.1141,61148676.1216,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711625982.1517,546130544.8797,546130544.8797,2083710077.7581,53327515.4047,7772700.3728,22207715.3507,4441543.0701,27750410.9045,68338188.0,0.0,106327600.0,18344602.8365,15053662.3807,25762139.9999,823730758.808,773234.3333,5542695.5537,0.0,9993471.9078,0.0,0.75,supplier_capacity_node,supplier_capacity_node::SDC-VD0960508A,Capacite fournisseur SDC-VD0960508A,lower_is_riskier,ok
supplier_capacity_node_SDC-VD0960508A_0_9,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_capacity_node_SDC-VD0960508A_0_9\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_capacity_node_SDC-VD0960508A_0_9\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489289.4203,0.127112,0.072635,0.3,0.246181,0.090643,0.163429,0.0,620121739.5996,1.0,25762139.9999,0.0,888545020.1141,61148676.1216,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711625982.1517,546130544.8797,546130544.8797,2083710077.7581,53327515.4047,7772700.3728,22207715.3507,4441543.0701,27750410.9045,68338188.0,0.0,106327600.0,18344602.8365,15053662.3807,25762139.9999,823730758.808,773234.3333,5542695.5537,0.0,9993471.9078,0.0,0.9,supplier_capacity_node,supplier_capacity_node::SDC-VD0960508A,Capacite fournisseur SDC-VD0960508A,lower_is_riskier,ok
supplier_capacity_node_SDC-VD0960508A_1_0,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_capacity_node_SDC-VD0960508A_1_0\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_capacity_node_SDC-VD0960508A_1_0\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489289.4203,0.127112,0.072635,0.3,0.246181,0.090643,0.163429,0.0,620121739.5996,1.0,25762139.9999,0.0,888545020.1141,61148676.1216,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711625982.1517,546130544.8797,546130544.8797,2083710077.7581,53327515.4047,7772700.3728,22207715.3507,4441543.0701,27750410.9045,68338188.0,0.0,106327600.0,18344602.8365,15053662.3807,25762139.9999,823730758.808,773234.3333,5542695.5537,0.0,9993471.9078,0.0,1.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0960508A,Capacite fournisseur SDC-VD0960508A,lower_is_riskier,ok
supplier_lead_time_node_SDC-VD0960508A_1_0,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_lead_time_node_SDC-VD0960508A_1_0\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_lead_time_node_SDC-VD0960508A_1_0\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489289.4203,0.127112,0.072635,0.3,0.246181,0.090643,0.163429,0.0,620121739.5996,1.0,25762139.9999,0.0,888545020.1141,61148676.1216,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711625982.1517,546130544.8797,546130544.8797,2083710077.7581,53327515.4047,7772700.3728,22207715.3507,4441543.0701,27750410.9045,68338188.0,0.0,106327600.0,18344602.8365,15053662.3807,25762139.9999,823730758.808,773234.3333,5542695.5537,0.0,9993471.9078,0.0,1.0,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0960508A,Delai fournisseur SDC-VD0960508A,higher_is_riskier,ok
supplier_lead_time_node_SDC-VD0960508A_1_25,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_lead_time_node_SDC-VD0960508A_1_25\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_lead_time_node_SDC-VD0960508A_1_25\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664488569.7154,0.127109,0.072634,0.3,0.246186,0.090645,0.163426,0.0,620120713.9585,1.0,25762139.9999,0.0,888545020.1141,61147554.153,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711624956.5107,546129476.5036,546129476.5036,2089302526.647,53301617.9688,7772425.4904,22206929.9727,4441385.9945,27749625.5264,68338188.0,0.0,106327600.0,18344266.2459,15053662.3807,25762139.9999,823730758.808,773234.3333,5542695.5537,0.0,9993118.4877,0.0,1.25,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0960508A,Delai fournisseur SDC-VD0960508A,higher_is_riskier,ok
supplier_lead_time_node_SDC-VD0960508A_1_5,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_lead_time_node_SDC-VD0960508A_1_5\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_lead_time_node_SDC-VD0960508A_1_5\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664488044.25,0.127108,0.072633,0.3,0.246189,0.090646,0.163424,0.0,620120030.1979,1.0,25762139.9999,0.0,888545020.1141,61146734.9899,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711624272.75,546128764.2529,546128764.2529,2094890345.9062,53284353.0115,7772224.7955,22206356.5586,4441271.3117,27749052.1123,68338188.0,0.0,106327600.0,18344020.497,15053662.3807,25762139.9999,823730758.808,773234.3333,5542695.5537,0.0,9992860.4514,0.0,1.5,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0960508A,Delai fournisseur SDC-VD0960508A,higher_is_riskier,ok
supplier_lead_time_node_SDC-VD0960508A_2_0,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_lead_time_node_SDC-VD0960508A_2_0\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_lead_time_node_SDC-VD0960508A_2_0\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664490629.6381,0.127116,0.072637,0.3,0.246173,0.09064,0.163434,0.0,620122765.2406,1.0,25762139.9999,0.0,888545020.1141,61150765.4254,25762139.9999,0.0,0.0,0.0,303599693.3062,754600.0,711627007.7927,546128408.1275,546128408.1275,2105968762.2025,53275720.5329,7773212.2522,22209177.8634,4441835.5727,27751873.4171,68338188.0,0.0,106327600.0,18345229.6276,15053662.3807,25762139.9999,823730758.808,773234.3333,5542695.5537,0.0,9994130.0385,0.0,2.0,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0960508A,Delai fournisseur SDC-VD0960508A,higher_is_riskier,ok
supplier_reliability_node_SDC-VD0960508A_0_95,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_reliability_node_SDC-VD0960508A_0_95\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_reliability_node_SDC-VD0960508A_0_95\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489289.4203,0.127112,0.072635,0.3,0.246181,0.090643,0.163429,0.0,620121739.5996,1.0,25762139.9999,0.0,888545020.1141,61148676.1216,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711625982.1517,546130544.8797,546130544.8797,2083710077.7581,53327515.4047,7772700.3728,22207715.3507,4441543.0701,27750410.9045,68338188.0,0.0,106327600.0,18344602.8365,15053662.3807,25762139.9999,823730758.808,773234.3333,5542695.5537,0.0,9993471.9078,0.0,0.95,supplier_reliability_node,supplier_reliability_node::SDC-VD0960508A,Fiabilite fournisseur SDC-VD0960508A,lower_is_riskier,ok
supplier_reliability_node_SDC-VD0960508A_0_97,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_reliability_node_SDC-VD0960508A_0_97\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_reliability_node_SDC-VD0960508A_0_97\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489289.4203,0.127112,0.072635,0.3,0.246181,0.090643,0.163429,0.0,620121739.5996,1.0,25762139.9999,0.0,888545020.1141,61148676.1216,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711625982.1517,546130544.8797,546130544.8797,2083710077.7581,53327515.4047,7772700.3728,22207715.3507,4441543.0701,27750410.9045,68338188.0,0.0,106327600.0,18344602.8365,15053662.3807,25762139.9999,823730758.808,773234.3333,5542695.5537,0.0,9993471.9078,0.0,0.97,supplier_reliability_node,supplier_reliability_node::SDC-VD0960508A,Fiabilite fournisseur SDC-VD0960508A,lower_is_riskier,ok
supplier_reliability_node_SDC-VD0960508A_0_99,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_reliability_node_SDC-VD0960508A_0_99\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_reliability_node_SDC-VD0960508A_0_99\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489289.4203,0.127112,0.072635,0.3,0.246181,0.090643,0.163429,0.0,620121739.5996,1.0,25762139.9999,0.0,888545020.1141,61148676.1216,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711625982.1517,546130544.8797,546130544.8797,2083710077.7581,53327515.4047,7772700.3728,22207715.3507,4441543.0701,27750410.9045,68338188.0,0.0,106327600.0,18344602.8365,15053662.3807,25762139.9999,823730758.808,773234.3333,5542695.5537,0.0,9993471.9078,0.0,0.99,supplier_reliability_node,supplier_reliability_node::SDC-VD0960508A,Fiabilite fournisseur SDC-VD0960508A,lower_is_riskier,ok
supplier_reliability_node_SDC-VD0960508A_1_0,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_reliability_node_SDC-VD0960508A_1_0\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_reliability_node_SDC-VD0960508A_1_0\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489289.4203,0.127112,0.072635,0.3,0.246181,0.090643,0.163429,0.0,620121739.5996,1.0,25762139.9999,0.0,888545020.1141,61148676.1216,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711625982.1517,546130544.8797,546130544.8797,2083710077.7581,53327515.4047,7772700.3728,22207715.3507,4441543.0701,27750410.9045,68338188.0,0.0,106327600.0,18344602.8365,15053662.3807,25762139.9999,823730758.808,773234.3333,5542695.5537,0.0,9993471.9078,0.0,1.0,supplier_reliability_node,supplier_reliability_node::SDC-VD0960508A,Fiabilite fournisseur SDC-VD0960508A,lower_is_riskier,ok
supplier_stock_node_SDC-VD0949099A_0_25,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_stock_node_SDC-VD0949099A_0_25\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_stock_node_SDC-VD0949099A_0_25\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664474289.4203,0.127066,0.072609,0.3,0.246276,0.090678,0.163371,0.0,620106739.5996,1.0,25762139.9999,0.0,888545020.1141,61125292.193,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711625982.1517,546130544.8797,546130544.8797,2084085077.7581,53327515.4047,7766971.3103,22191346.6007,4438269.3201,27734042.1545,68338188.0,0.0,106327600.0,18337587.6579,15053662.3807,25762139.9999,823730758.808,773234.3333,5542695.5537,0.0,9986105.9703,0.0,0.25,supplier_stock_node,supplier_stock_node::SDC-VD0949099A,Stock fournisseur SDC-VD0949099A,lower_is_riskier,ok
supplier_stock_node_SDC-VD0949099A_0_5,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_stock_node_SDC-VD0949099A_0_5\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_stock_node_SDC-VD0949099A_0_5\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664479289.4203,0.127081,0.072618,0.3,0.246244,0.090666,0.16339,0.0,620111739.5996,1.0,25762139.9999,0.0,888545020.1141,61133086.8359,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711625982.1517,546130544.8797,546130544.8797,2083960077.7581,53327515.4047,7768880.9978,22196802.8507,4439360.5701,27739498.4045,68338188.0,0.0,106327600.0,18339926.0508,15053662.3807,25762139.9999,823730758.808,773234.3333,5542695.5537,0.0,9988561.2828,0.0,0.5,supplier_stock_node,supplier_stock_node::SDC-VD0949099A,Stock fournisseur SDC-VD0949099A,lower_is_riskier,ok
supplier_stock_node_SDC-VD0949099A_0_75,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_stock_node_SDC-VD0949099A_0_75\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_stock_node_SDC-VD0949099A_0_75\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664484289.4203,0.127096,0.072627,0.3,0.246213,0.090654,0.16341,0.0,620116739.5996,1.0,25762139.9999,0.0,888545020.1141,61140881.4787,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711625982.1517,546130544.8797,546130544.8797,2083835077.7581,53327515.4047,7770790.6853,22202259.1007,4440451.8201,27744954.6545,68338188.0,0.0,106327600.0,18342264.4436,15053662.3807,25762139.9999,823730758.808,773234.3333,5542695.5537,0.0,9991016.5953,0.0,0.75,supplier_stock_node,supplier_stock_node::SDC-VD0949099A,Stock fournisseur SDC-VD0949099A,lower_is_riskier,ok
supplier_stock_node_SDC-VD0949099A_1_0,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_stock_node_SDC-VD0949099A_1_0\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_stock_node_SDC-VD0949099A_1_0\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489289.4203,0.127112,0.072635,0.3,0.246181,0.090643,0.163429,0.0,620121739.5996,1.0,25762139.9999,0.0,888545020.1141,61148676.1216,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711625982.1517,546130544.8797,546130544.8797,2083710077.7581,53327515.4047,7772700.3728,22207715.3507,4441543.0701,27750410.9045,68338188.0,0.0,106327600.0,18344602.8365,15053662.3807,25762139.9999,823730758.808,773234.3333,5542695.5537,0.0,9993471.9078,0.0,1.0,supplier_stock_node,supplier_stock_node::SDC-VD0949099A,Stock fournisseur SDC-VD0949099A,lower_is_riskier,ok
supplier_capacity_node_SDC-VD0949099A_0_5,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_capacity_node_SDC-VD0949099A_0_5\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_capacity_node_SDC-VD0949099A_0_5\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489289.4203,0.127112,0.072635,0.3,0.246181,0.090643,0.163429,0.0,620121739.5996,1.0,25762139.9999,0.0,888545020.1141,61148676.1216,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711625982.1517,546130544.8797,546130544.8797,2083710077.7581,53327515.4047,7772700.3728,22207715.3507,4441543.0701,27750410.9045,68338188.0,0.0,106327600.0,18344602.8365,15053662.3807,25762139.9999,823730758.808,773234.3333,5542695.5537,0.0,9993471.9078,0.0,0.5,supplier_capacity_node,supplier_capacity_node::SDC-VD0949099A,Capacite fournisseur SDC-VD0949099A,lower_is_riskier,ok
supplier_capacity_node_SDC-VD0949099A_0_6,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_capacity_node_SDC-VD0949099A_0_6\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_capacity_node_SDC-VD0949099A_0_6\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489289.4203,0.127112,0.072635,0.3,0.246181,0.090643,0.163429,0.0,620121739.5996,1.0,25762139.9999,0.0,888545020.1141,61148676.1216,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711625982.1517,546130544.8797,546130544.8797,2083710077.7581,53327515.4047,7772700.3728,22207715.3507,4441543.0701,27750410.9045,68338188.0,0.0,106327600.0,18344602.8365,15053662.3807,25762139.9999,823730758.808,773234.3333,5542695.5537,0.0,9993471.9078,0.0,0.6,supplier_capacity_node,supplier_capacity_node::SDC-VD0949099A,Capacite fournisseur SDC-VD0949099A,lower_is_riskier,ok
supplier_capacity_node_SDC-VD0949099A_0_75,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_capacity_node_SDC-VD0949099A_0_75\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_capacity_node_SDC-VD0949099A_0_75\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489289.4203,0.127112,0.072635,0.3,0.246181,0.090643,0.163429,0.0,620121739.5996,1.0,25762139.9999,0.0,888545020.1141,61148676.1216,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711625982.1517,546130544.8797,546130544.8797,2083710077.7581,53327515.4047,7772700.3728,22207715.3507,4441543.0701,27750410.9045,68338188.0,0.0,106327600.0,18344602.8365,15053662.3807,25762139.9999,823730758.808,773234.3333,5542695.5537,0.0,9993471.9078,0.0,0.75,supplier_capacity_node,supplier_capacity_node::SDC-VD0949099A,Capacite fournisseur SDC-VD0949099A,lower_is_riskier,ok
supplier_capacity_node_SDC-VD0949099A_0_9,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_capacity_node_SDC-VD0949099A_0_9\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_capacity_node_SDC-VD0949099A_0_9\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489289.4203,0.127112,0.072635,0.3,0.246181,0.090643,0.163429,0.0,620121739.5996,1.0,25762139.9999,0.0,888545020.1141,61148676.1216,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711625982.1517,546130544.8797,546130544.8797,2083710077.7581,53327515.4047,7772700.3728,22207715.3507,4441543.0701,27750410.9045,68338188.0,0.0,106327600.0,18344602.8365,15053662.3807,25762139.9999,823730758.808,773234.3333,5542695.5537,0.0,9993471.9078,0.0,0.9,supplier_capacity_node,supplier_capacity_node::SDC-VD0949099A,Capacite fournisseur SDC-VD0949099A,lower_is_riskier,ok
supplier_capacity_node_SDC-VD0949099A_1_0,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_capacity_node_SDC-VD0949099A_1_0\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_capacity_node_SDC-VD0949099A_1_0\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489289.4203,0.127112,0.072635,0.3,0.246181,0.090643,0.163429,0.0,620121739.5996,1.0,25762139.9999,0.0,888545020.1141,61148676.1216,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711625982.1517,546130544.8797,546130544.8797,2083710077.7581,53327515.4047,7772700.3728,22207715.3507,4441543.0701,27750410.9045,68338188.0,0.0,106327600.0,18344602.8365,15053662.3807,25762139.9999,823730758.808,773234.3333,5542695.5537,0.0,9993471.9078,0.0,1.0,supplier_capacity_node,supplier_capacity_node::SDC-VD0949099A,Capacite fournisseur SDC-VD0949099A,lower_is_riskier,ok
supplier_lead_time_node_SDC-VD0949099A_1_0,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_lead_time_node_SDC-VD0949099A_1_0\input_case.json,etudecas\simulation\sensibility\active_supplier_parameter_result_60_75_guarded\cases\supplier_lead_time_node_SDC-VD0949099A_1_0\simulation_output,2.0,5653.408164,0.0,7263350.6084,20793472.4136,136.0,8.0,664489289.4203,0.127112,0.072635,0.3,0.246181,0.090643,0.163429,0.0,620121739.5996,1.0,25762139.9999,0.0,888545020.1141,61148676.1216,25762139.9999,0.0,0.0,0.0,303596359.9729,754600.0,711625982.1517,546130544.8797,546130544.8797,2083710077.7581,53327515.4047,7772700.3728,22207715.3507,4441543.0701,27750410.9045,68338188.0,0.0,106327600.0,18344602.8365,15053662.3807,25762139.9999,823730758.808,773234.3333,5542695.5537,0.0,9993471.9078,0.0,1.0,supplier_lead_time_node,supplier_lead_time_node::SDC-VD0949099A,Delai fournisseur SDC-VD0949099A,higher_is_riskier,ok
